"Time","docker cpu usage","powertop measure","smart plug measure","timestamp"
2022-02-22 10:26:35,474,39.2,50.6,1645521995
2022-02-22 10:26:40,498,39.2,50.6,1645521999
2022-02-22 10:26:45,478,39.2,50.6,1645522005
2022-02-22 10:26:50,500,39.9,50.6,1645522009
2022-02-22 10:26:55,500,39.9,51.9,1645522015
2022-02-22 10:27:00,488,39.9,51.9,1645522019
2022-02-22 10:27:05,499,40.6,51.9,1645522025
2022-02-22 10:27:10,489,40.6,52.0,1645522029
2022-02-22 10:27:15,489,40.7,52.0,1645522035
2022-02-22 10:27:20,501,40.7,52.0,1645522039
2022-02-22 10:27:25,474,40.7,52.1,1645522045
2022-02-22 10:27:30,502,38.1,52.1,1645522049
2022-02-22 10:27:35,502,38.1,55.9,1645522055
2022-02-22 10:27:40,499,38.1,55.9,1645522059
2022-02-22 10:27:45,501,22.1,35.5,1645522065
2022-02-22 10:27:50,397,22.1,35.5,1645522069
2022-02-22 10:27:55,397,22.1,35.5,1645522075
2022-02-22 10:28:00,399,25.2,36.7,1645522079
2022-02-22 10:28:05,398,25.2,36.7,1645522085
2022-02-22 10:28:10,496,25.2,36.7,1645522089
2022-02-22 10:28:15,496,25.5,35.7,1645522095
2022-02-22 10:28:20,500,25.5,35.7,1645522099
2022-02-22 10:28:25,499,22.3,35.7,1645522105
2022-02-22 10:28:30,448,22.3,53.8,1645522109
2022-02-22 10:28:35,448,22.3,53.8,1645522115
2022-02-22 10:28:40,401,24.7,53.8,1645522119
2022-02-22 10:28:45,398,24.7,37.3,1645522125
2022-02-22 10:28:50,402,24.7,37.3,1645522129
2022-02-22 10:28:55,402,26.2,37.3,1645522135
2022-02-22 10:29:00,495,26.2,37.3,1645522139
2022-02-22 10:29:05,494,56.6,73.0,1645522145
2022-02-22 10:29:10,498,56.6,73.0,1645522149
2022-02-22 10:29:15,498,56.6,73.0,1645522155
2022-02-22 10:29:20,496,54.5,72.1,1645522159
2022-02-22 10:29:25,499,54.5,72.1,1645522165
2022-02-22 10:29:30,497,54.5,72.1,1645522169
2022-02-22 10:29:35,497,56.2,54.2,1645522175
2022-02-22 10:29:40,498,56.2,54.2,1645522179
2022-02-22 10:29:45,496,56.2,54.2,1645522185
2022-02-22 10:29:50,498,50.3,70.0,1645522189
2022-02-22 10:29:55,498,50.3,70.0,1645522195
2022-02-22 10:30:00,497,51.3,70.0,1645522199
2022-02-22 10:30:05,496,51.3,66.4,1645522205
2022-02-22 10:30:10,499,51.3,66.4,1645522209
2022-02-22 10:30:15,499,54,66.4,1645522215
2022-02-22 10:30:20,484,54,66.4,1645522219
2022-02-22 10:30:25,495,54,73.6,1645522225
2022-02-22 10:30:30,497,58.3,73.6,1645522229
2022-02-22 10:30:35,497,58.3,73.6,1645522235
2022-02-22 10:30:40,500,58.3,73.5,1645522239
2022-02-22 10:30:45,500,56.9,73.5,1645522245
2022-02-22 10:30:50,498,56.9,73.5,1645522249
2022-02-22 10:30:55,498,58.6,73.7,1645522255
2022-02-22 10:31:00,499,58.6,73.7,1645522259
2022-02-22 10:31:05,99.9,58.6,73.7,1645522265
2022-02-22 10:31:10,99.8,16.9,32.0,1645522269
2022-02-22 10:31:15,99.8,16.9,32.0,1645522275
2022-02-22 10:31:20,99.9,16.9,32.0,1645522279
2022-02-22 10:31:25,100,15.5,30.5,1645522285
2022-02-22 10:31:30,100,15.5,30.5,1645522289
2022-02-22 10:31:35,100,18.8,30.5,1645522295
2022-02-22 10:31:40,100,18.8,30.5,1645522299
2022-02-22 10:31:45,501,18.8,44.7,1645522305
2022-02-22 10:31:50,502,28.1,44.7,1645522309
2022-02-22 10:31:55,502,28.1,44.7,1645522315
2022-02-22 10:32:00,500,28.1,49.8,1645522319
2022-02-22 10:32:05,496,33.7,49.8,1645522325
2022-02-22 10:32:10,500,33.7,49.8,1645522329
2022-02-22 10:32:15,500,33.7,51.8,1645522335
2022-02-22 10:32:20,498,33,51.8,1645522339
2022-02-22 10:32:25,497,33,51.8,1645522345
2022-02-22 10:32:30,488,33,78.6,1645522349
2022-02-22 10:32:35,488,50.6,78.6,1645522355
2022-02-22 10:32:40,489,50.6,78.6,1645522359
2022-02-22 10:32:45,487,62.4,76.4,1645522365
2022-02-22 10:32:50,478,62.4,76.4,1645522369
2022-02-22 10:32:55,478,62.4,76.4,1645522375
2022-02-22 10:33:00,486,65.3,76.4,1645522379
2022-02-22 10:33:05,477,65.3,71.6,1645522385
2022-02-22 10:33:10,0,65.3,71.6,1645522389
2022-02-22 10:33:15,0,36.3,71.6,1645522395
2022-02-22 10:33:20,0,36.3,10.8,1645522399
2022-02-22 10:33:25,0,1.34,10.8,1645522405
2022-02-22 10:33:30,0,1.34,10.8,1645522409
2022-02-22 10:33:35,0,1.34,10.8,1645522415
2022-02-22 10:33:40,0,1.69,10.8,1645522419
2022-02-22 10:33:45,0,1.69,10.8,1645522425
2022-02-22 10:33:50,0,1.69,10.4,1645522429
2022-02-22 10:33:55,0,1.92,10.4,1645522435
2022-02-22 10:34:00,0,1.92,10.4,1645522439
2022-02-22 10:34:05,0,1.66,10.4,1645522445
2022-02-22 10:34:10,0,1.66,10.4,1645522449
2022-02-22 10:34:15,0,1.66,10.4,1645522455
2022-02-22 10:34:20,0,1.73,10.4,1645522459
2022-02-22 10:34:25,0,1.73,10.4,1645522465
2022-02-22 10:34:30,0,1.73,10.4,1645522469
2022-02-22 10:34:35,0,1.46,10.4,1645522475
2022-02-22 10:34:40,588,1.46,10.4,1645522479
2022-02-22 10:34:45,588,34.6,10.4,1645522485
2022-02-22 10:34:50,601,34.6,10.4,1645522489
2022-02-22 10:34:55,589,34.6,10.4,1645522495
2022-02-22 10:35:00,586,41.7,10.4,1645522499
2022-02-22 10:35:05,587,41.7,10.4,1645522505
2022-02-22 10:35:10,587,41.7,51.9,1645522509
2022-02-22 10:35:15,590,41.5,51.9,1645522515
2022-02-22 10:35:20,584,41.5,51.9,1645522519
2022-02-22 10:35:25,599,41.5,51.6,1645522525
2022-02-22 10:35:30,599,42.2,51.6,1645522529
2022-02-22 10:35:35,590,42.2,52.4,1645522535
2022-02-22 10:35:40,602,42.2,52.4,1645522539
2022-02-22 10:35:45,593,41.5,55.0,1645522545
2022-02-22 10:35:50,593,41.5,55.0,1645522549
2022-02-22 10:35:55,601,41,55.0,1645522555
2022-02-22 10:36:00,592,41,52.8,1645522559
2022-02-22 10:36:05,600,41,52.8,1645522565
2022-02-22 10:36:10,600,32.1,52.8,1645522569
2022-02-22 10:36:15,599,32.1,34.9,1645522575
2022-02-22 10:36:20,600,32.1,34.9,1645522579
2022-02-22 10:36:25,399,21.2,34.9,1645522585
2022-02-22 10:36:30,399,21.2,36.7,1645522589
2022-02-22 10:36:35,401,21.2,36.7,1645522595
2022-02-22 10:36:40,400,22.9,36.7,1645522599
2022-02-22 10:36:45,594,22.9,53.3,1645522605
2022-02-22 10:36:50,594,22.9,53.3,1645522609
2022-02-22 10:36:55,600,25.1,53.3,1645522615
2022-02-22 10:37:00,601,25.1,53.3,1645522619
2022-02-22 10:37:05,600,21.3,34.5,1645522625
2022-02-22 10:37:10,600,21.3,34.5,1645522629
2022-02-22 10:37:15,399,21.3,34.5,1645522635
2022-02-22 10:37:20,398,22.8,36.9,1645522639
2022-02-22 10:37:25,402,22.8,36.9,1645522645
2022-02-22 10:37:30,402,22.8,36.9,1645522649
2022-02-22 10:37:35,600,36.4,73.4,1645522655
2022-02-22 10:37:40,601,36.4,73.4,1645522659
2022-02-22 10:37:45,600,57.7,73.4,1645522665
2022-02-22 10:37:50,600,57.7,73.4,1645522669
2022-02-22 10:37:55,594,57.7,73.4,1645522675
2022-02-22 10:38:00,598,56.7,74.5,1645522679
2022-02-22 10:38:05,595,56.7,74.6,1645522685
2022-02-22 10:38:10,595,56.7,74.6,1645522689
2022-02-22 10:38:15,594,55.6,74.6,1645522695
2022-02-22 10:38:20,592,55.6,74.6,1645522699
2022-02-22 10:38:25,598,55.6,66.9,1645522705
2022-02-22 10:38:30,598,54.4,66.9,1645522709
2022-02-22 10:38:35,591,54.4,66.9,1645522715
2022-02-22 10:38:40,598,52.3,67.0,1645522719
2022-02-22 10:38:45,596,52.3,67.0,1645522725
2022-02-22 10:38:50,596,52.3,67.0,1645522729
2022-02-22 10:38:55,590,56.3,74.9,1645522735
2022-02-22 10:39:00,598,56.3,74.9,1645522739
2022-02-22 10:39:05,598,56.3,74.9,1645522745
2022-02-22 10:39:10,598,62,78.3,1645522749
2022-02-22 10:39:15,599,62,78.3,1645522755
2022-02-22 10:39:20,598,62,78.3,1645522759
2022-02-22 10:39:25,600,59,76.9,1645522765
2022-02-22 10:39:30,600,59,76.9,1645522769
2022-02-22 10:39:35,602,58.9,76.9,1645522775
2022-02-22 10:39:40,101,58.9,76.9,1645522779
2022-02-22 10:39:45,100,58.9,30.1,1645522785
2022-02-22 10:39:50,100,16.8,30.1,1645522789
2022-02-22 10:39:55,100,16.8,30.1,1645522795
2022-02-22 10:40:00,100,16.8,28.4,1645522799
2022-02-22 10:40:05,100.0,14.6,28.4,1645522805
2022-02-22 10:40:10,100.0,14.6,28.4,1645522809
2022-02-22 10:40:15,99.8,19.4,32.6,1645522815
2022-02-22 10:40:20,598,19.4,32.6,1645522819
2022-02-22 10:40:25,598,19.4,32.6,1645522825
2022-02-22 10:40:30,598,33,49.3,1645522829
2022-02-22 10:40:35,600,33,49.3,1645522835
2022-02-22 10:40:40,587,33,49.3,1645522839
2022-02-22 10:40:45,596,33.7,51.1,1645522845
2022-02-22 10:40:50,596,33.7,51.1,1645522849
2022-02-22 10:40:55,602,33.7,51.1,1645522855
2022-02-22 10:41:00,600,32.1,51.1,1645522859
2022-02-22 10:41:05,587,32.1,78.2,1645522865
2022-02-22 10:41:10,587,32.1,78.2,1645522869
2022-02-22 10:41:15,602,63.9,78.2,1645522875
2022-02-22 10:41:20,600,63.9,71.0,1645522879
2022-02-22 10:41:25,597,56.8,71.0,1645522885
2022-02-22 10:41:30,597,56.8,71.0,1645522889
2022-02-22 10:41:35,592,56.8,87.6,1645522895
2022-02-22 10:41:40,577,66.9,87.6,1645522899
2022-02-22 10:41:45,0,66.9,87.6,1645522905
2022-02-22 10:41:50,0,66.9,12.2,1645522909
2022-02-22 10:41:55,0,10.9,12.2,1645522915
2022-02-22 10:42:00,0,10.9,12.2,1645522919
2022-02-22 10:42:05,0,1.45,13.6,1645522925
2022-02-22 10:42:10,0,1.45,13.6,1645522929
2022-02-22 10:42:15,0,1.45,13.6,1645522935
2022-02-22 10:42:20,0,1.79,13.6,1645522939
2022-02-22 10:42:25,0,1.79,16.1,1645522945
2022-02-22 10:42:30,0,1.79,16.1,1645522949
2022-02-22 10:42:35,0,1.71,16.1,1645522955
2022-02-22 10:42:40,0,1.71,10.5,1645522959
2022-02-22 10:42:45,0,1.38,10.5,1645522965
2022-02-22 10:42:50,0,1.38,10.5,1645522969
2022-02-22 10:42:55,0,1.38,10.5,1645522975
2022-02-22 10:43:00,0,1.66,10.5,1645522979
2022-02-22 10:43:05,0,1.66,10.5,1645522985
2022-02-22 10:43:10,0,1.66,10.6,1645522989
2022-02-22 10:43:15,668,1.46,10.6,1645522995
2022-02-22 10:43:20,668,1.46,10.6,1645522999
2022-02-22 10:43:25,697,1.46,53.2,1645523005
2022-02-22 10:43:30,699,42.9,53.2,1645523009
2022-02-22 10:43:35,699,42.9,53.2,1645523015
2022-02-22 10:43:40,699,42.9,53.2,1645523019
2022-02-22 10:43:45,700,43.1,53.8,1645523025
2022-02-22 10:43:50,697,43.1,53.8,1645523029
2022-02-22 10:43:55,700,43.1,53.8,1645523035
2022-02-22 10:44:00,700,43.1,51.5,1645523039
2022-02-22 10:44:05,700,43.1,51.5,1645523045
2022-02-22 10:44:10,699,38.6,51.5,1645523049
2022-02-22 10:44:15,701,38.6,52.3,1645523055
2022-02-22 10:44:20,701,38.6,52.3,1645523059
2022-02-22 10:44:25,700,42.1,52.3,1645523065
2022-02-22 10:44:30,703,42.1,51.8,1645523069
2022-02-22 10:44:35,699,41.4,51.8,1645523075
2022-02-22 10:44:40,699,41.4,51.8,1645523079
2022-02-22 10:44:45,699,41.4,31.4,1645523085
2022-02-22 10:44:50,696,22.6,31.4,1645523089
2022-02-22 10:44:55,697,22.6,31.4,1645523095
2022-02-22 10:45:00,697,22.6,31.4,1645523099
2022-02-22 10:45:05,398,23.7,36.1,1645523105
2022-02-22 10:45:10,400,23.7,36.1,1645523109
2022-02-22 10:45:15,398,23.7,36.1,1645523115
2022-02-22 10:45:20,398,23.4,37.2,1645523119
2022-02-22 10:45:25,669,23.4,36.9,1645523125
2022-02-22 10:45:30,699,23.4,36.9,1645523129
2022-02-22 10:45:35,703,24.4,34.6,1645523135
2022-02-22 10:45:40,703,24.4,34.6,1645523139
2022-02-22 10:45:45,698,23.2,34.6,1645523145
2022-02-22 10:45:50,400,23.2,36.8,1645523149
2022-02-22 10:45:55,399,23.2,36.8,1645523155
2022-02-22 10:46:00,399,22.9,36.8,1645523159
2022-02-22 10:46:05,400,22.9,74.9,1645523165
2022-02-22 10:46:10,697,22.9,74.9,1645523169
2022-02-22 10:46:15,702,51.9,74.9,1645523175
2022-02-22 10:46:20,702,51.9,74.9,1645523179
2022-02-22 10:46:25,703,58.5,76.4,1645523185
2022-02-22 10:46:30,699,58.5,76.4,1645523189
2022-02-22 10:46:35,699,58.5,76.4,1645523195
2022-02-22 10:46:40,699,60.2,78.1,1645523199
2022-02-22 10:46:45,699,60.2,78.1,1645523205
2022-02-22 10:46:50,698,60.2,78.1,1645523209
2022-02-22 10:46:55,700,56.3,69.7,1645523215
2022-02-22 10:47:00,700,56.3,69.7,1645523219
2022-02-22 10:47:05,701,56.3,69.7,1645523225
2022-02-22 10:47:10,695,58,69.8,1645523229
2022-02-22 10:47:15,695,58,69.8,1645523235
2022-02-22 10:47:20,695,58,69.8,1645523239
2022-02-22 10:47:25,699,55.2,74.4,1645523245
2022-02-22 10:47:30,696,55.2,74.4,1645523249
2022-02-22 10:47:35,696,59.9,74.4,1645523255
2022-02-22 10:47:40,696,59.9,74.4,1645523259
2022-02-22 10:47:45,703,59.9,78.7,1645523265
2022-02-22 10:47:50,702,62.9,78.7,1645523269
2022-02-22 10:47:55,699,62.9,78.7,1645523275
2022-02-22 10:48:00,699,62.9,78.5,1645523279
2022-02-22 10:48:05,702,63.3,78.5,1645523285
2022-02-22 10:48:10,697,63.3,78.5,1645523289
2022-02-22 10:48:15,99.8,43.1,29.3,1645523295
2022-02-22 10:48:20,99.8,43.1,29.3,1645523299
2022-02-22 10:48:25,100,43.1,29.3,1645523305
2022-02-22 10:48:30,100,19.9,33.6,1645523309
2022-02-22 10:48:35,99.8,19.9,33.6,1645523315
2022-02-22 10:48:40,99.8,19.9,28.1,1645523319
2022-02-22 10:48:45,99.9,16.8,33.0,1645523325
2022-02-22 10:48:50,100,16.8,33.0,1645523329
2022-02-22 10:48:55,698,20.9,33.0,1645523335
2022-02-22 10:49:00,698,20.9,33.0,1645523339
2022-02-22 10:49:05,698,20.9,54.7,1645523345
2022-02-22 10:49:10,699,33.8,54.7,1645523349
2022-02-22 10:49:15,684,33.8,54.7,1645523355
2022-02-22 10:49:20,684,33.8,40.3,1645523359
2022-02-22 10:49:25,698,34.1,40.3,1645523365
2022-02-22 10:49:30,700,34.1,40.3,1645523369
2022-02-22 10:49:35,701,34.1,44.6,1645523375
2022-02-22 10:49:40,701,35.4,44.6,1645523379
2022-02-22 10:49:45,698,35.4,44.6,1645523385
2022-02-22 10:49:50,700,35.4,86.6,1645523389
2022-02-22 10:49:55,699,67,86.6,1645523395
2022-02-22 10:50:00,699,67,86.6,1645523399
2022-02-22 10:50:05,693,60,80.8,1645523405
2022-02-22 10:50:10,694,60,80.8,1645523409
2022-02-22 10:50:15,698,60,80.8,1645523415
2022-02-22 10:50:20,698,63.2,80.8,1645523419
2022-02-22 10:50:25,0,63.2,17.1,1645523425
2022-02-22 10:50:30,0,63.2,17.1,1645523429
2022-02-22 10:50:35,0,1.77,17.1,1645523435
2022-02-22 10:50:40,0,1.77,11.3,1645523439
2022-02-22 10:50:45,0,1.77,11.3,1645523445
2022-02-22 10:50:50,0,1.77,11.3,1645523449
2022-02-22 10:50:55,0,1.77,11.9,1645523455
2022-02-22 10:51:00,0,1.48,11.9,1645523459
2022-02-22 10:51:05,0,1.48,11.9,1645523465
2022-02-22 10:51:10,0,1.48,10.4,1645523469
2022-02-22 10:51:15,0,1.77,10.4,1645523475
2022-02-22 10:51:20,0,1.77,10.4,1645523479
2022-02-22 10:51:25,0,1.77,11.3,1645523485
2022-02-22 10:51:30,0,1.76,11.3,1645523489
2022-02-22 10:51:35,0,1.76,11.3,1645523495
2022-02-22 10:51:40,0,1.64,11.3,1645523499
2022-02-22 10:51:45,0,1.64,14.1,1645523505
2022-02-22 10:51:50,0,1.64,14.1,1645523509
2022-02-22 10:51:55,0,14.4,14.1,1645523515
2022-02-22 10:52:00,787,14.4,54.5,1645523519
2022-02-22 10:52:05,797,14.4,54.5,1645523525
2022-02-22 10:52:10,797,44.7,54.5,1645523529
2022-02-22 10:52:15,775,44.7,54.8,1645523535
2022-02-22 10:52:20,798,44.7,54.8,1645523539
2022-02-22 10:52:25,778,45.3,54.8,1645523545
2022-02-22 10:52:30,778,45.3,55.1,1645523549
2022-02-22 10:52:35,794,45.1,55.1,1645523555
2022-02-22 10:52:40,774,45.1,55.7,1645523559
2022-02-22 10:52:45,800,45.1,51.9,1645523565
2022-02-22 10:52:50,800,42.1,51.9,1645523569
2022-02-22 10:52:55,777,42.1,51.9,1645523575
2022-02-22 10:53:00,797,42.1,51.9,1645523579
2022-02-22 10:53:05,797,42.9,51.9,1645523585
2022-02-22 10:53:10,780,42.9,51.9,1645523589
2022-02-22 10:53:15,799,42.9,51.9,1645523595
2022-02-22 10:53:20,799,42.5,33.0,1645523599
2022-02-22 10:53:25,768,42.5,33.0,1645523605
2022-02-22 10:53:30,794,42.5,33.0,1645523609
2022-02-22 10:53:35,787,20.3,33.9,1645523615
2022-02-22 10:53:40,787,20.3,33.9,1645523619
2022-02-22 10:53:45,402,25,33.9,1645523625
2022-02-22 10:53:50,402,25,33.9,1645523629
2022-02-22 10:53:55,401,25,36.7,1645523635
2022-02-22 10:54:00,401,26.4,36.7,1645523639
2022-02-22 10:54:05,789,26.4,36.7,1645523645
2022-02-22 10:54:10,794,26.4,31.6,1645523649
2022-02-22 10:54:15,787,20.5,31.6,1645523655
2022-02-22 10:54:20,787,20.5,31.6,1645523659
2022-02-22 10:54:25,401,20.5,36.3,1645523665
2022-02-22 10:54:30,399,25.3,37.0,1645523669
2022-02-22 10:54:35,400,25.3,37.0,1645523675
2022-02-22 10:54:40,400,25.3,37.2,1645523679
2022-02-22 10:54:45,788,27.9,37.2,1645523685
2022-02-22 10:54:50,800,27.9,37.2,1645523689
2022-02-22 10:54:55,798,27.9,79.0,1645523695
2022-02-22 10:55:00,798,62,79.0,1645523699
2022-02-22 10:55:05,746,62,79.0,1645523705
2022-02-22 10:55:10,798,62,79.0,1645523709
2022-02-22 10:55:15,798,60.2,79.7,1645523715
2022-02-22 10:55:20,791,60.2,79.7,1645523719
2022-02-22 10:55:25,742,61.5,79.7,1645523725
2022-02-22 10:55:30,742,61.5,73.3,1645523729
2022-02-22 10:55:35,793,61.5,73.3,1645523735
2022-02-22 10:55:40,798,57.5,73.3,1645523739
2022-02-22 10:55:45,788,57.5,75.7,1645523745
2022-02-22 10:55:50,788,57.5,75.7,1645523749
2022-02-22 10:55:55,795,58.3,75.7,1645523755
2022-02-22 10:56:00,800,58.3,70.6,1645523759
2022-02-22 10:56:05,801,58.3,70.6,1645523765
2022-02-22 10:56:10,801,59,70.6,1645523769
2022-02-22 10:56:15,798,59,80.6,1645523775
2022-02-22 10:56:20,800,65.4,80.6,1645523779
2022-02-22 10:56:25,797,65.4,80.6,1645523785
2022-02-22 10:56:30,797,65.4,80.6,1645523789
2022-02-22 10:56:35,796,63.1,80.0,1645523795
2022-02-22 10:56:40,799,63.1,80.0,1645523799
2022-02-22 10:56:45,799,63.1,80.0,1645523805
2022-02-22 10:56:50,800,65.1,80.4,1645523809
2022-02-22 10:56:55,99.9,65.1,80.4,1645523815
2022-02-22 10:57:00,100,65.1,80.4,1645523819
2022-02-22 10:57:05,100,17.8,80.4,1645523825
2022-02-22 10:57:10,100,17.8,80.4,1645523829
2022-02-22 10:57:15,100,15.7,80.4,1645523835
2022-02-22 10:57:20,100,15.7,80.4,1645523839
2022-02-22 10:57:25,100,15.7,80.4,1645523845
2022-02-22 10:57:30,100,19.8,33.1,1645523849
2022-02-22 10:57:35,796,19.8,33.1,1645523855
2022-02-22 10:57:40,796,19.8,33.1,1645523859
2022-02-22 10:57:45,798,32,42.2,1645523865
2022-02-22 10:57:50,796,32,42.2,1645523869
2022-02-22 10:57:55,795,32,42.2,1645523875
2022-02-22 10:58:00,795,35.5,45.9,1645523879
2022-02-22 10:58:05,794,35.5,45.9,1645523885
2022-02-22 10:58:10,798,35.5,45.9,1645523889
2022-02-22 10:58:15,792,34.4,67.6,1645523895
2022-02-22 10:58:20,792,34.4,67.6,1645523899
2022-02-22 10:58:25,798,64.4,67.6,1645523905
2022-02-22 10:58:30,798,64.4,67.6,1645523909
2022-02-22 10:58:35,799,64.4,71.4,1645523915
2022-02-22 10:58:40,799,59.5,71.4,1645523919
2022-02-22 10:58:45,796,59.5,71.4,1645523925
2022-02-22 10:58:50,791,59.5,85.9,1645523929
2022-02-22 10:58:55,769,67.4,85.9,1645523935
2022-02-22 10:59:00,769,67.4,85.9,1645523939
2022-02-22 10:59:05,0,13,12.0,1645523945
2022-02-22 10:59:10,0,13,12.0,1645523949
2022-02-22 10:59:15,0,13,12.0,1645523955
2022-02-22 10:59:20,0,1.77,10.8,1645523959
2022-02-22 10:59:25,0,1.77,10.8,1645523965
2022-02-22 10:59:30,0,1.77,10.8,1645523969
2022-02-22 10:59:35,0,1.87,11.0,1645523975

